title;genres;imdb_score;;;;;;;;;;
Bloodride;['action', 'scifi', 'thriller'];;;;;;;;;;;
Tiny Pretty Things;['drama', 'thriller'];5.9;;;;;;;;;;
The Daily Life of the Immortal King;['action', 'scifi', 'animation', 'comedy', 'fantasy'];7.2;;;;;;;;;;
Deaf U;['reality', 'documentation', 'drama'];6.4;;;;;;;;;;
Jurassic World: Camp Cretaceous;['action', 'family', 'scifi', 'animation'];7.5;;;;;;;;;;
Turn Up Charlie;['comedy', 'drama', 'music'];7.1;;;;;;;;;;
High Seas;['drama', 'crime', 'comedy'];6.8;;;;;;;;;;
I'm Thinking of Ending Things;['fantasy', 'thriller', 'drama'];6.6;;;;;;;;;;
The Midnight Gospel;['scifi'];;;;;;;;;;;
The Comey Rule;['drama', 'war'];7.5;;;;;;;;;;
Sweet Home;['drama', 'scifi'];;;;;;;;;;;
Mr. Queen;['drama', 'scifi', 'comedy', 'fantasy', 'romance'];8.7;;;;;;;;;;
Daybreak;['scifi', 'action', 'thriller', 'comedy', 'drama', 'fantasy', 'horror'];6.7;;;;;;;;;;
Birthcare Center;['drama', 'comedy'];7.7;;;;;;;;;;
Wasp Network;['drama', 'thriller', 'crime'];5.9;;;;;;;;;;
Yankee;['crime', 'drama'];5.9;;;;;;;;;;
Mismatched;['drama', 'romance', 'comedy'];5.5;;;;;;;;;;
Ju-On: Origins;['thriller', 'drama', 'horror'];6.1;;;;;;;;;;
Into the Night;['scifi', 'thriller', 'drama'];7.1;;;;;;;;;;
Hubie Halloween;['thriller', 'horror', 'comedy', 'fantasy'];5.2;;;;;;;;;;
Betaal;['action', 'horror', 'thriller'];5.4;;;;;;;;;;
Night on Earth;['documentation'];;;;;;;;;;;
The Willoughbys;['animation', 'family', 'fantasy', 'comedy', 'drama'];6.3;;;;;;;;;;
Sleepless Society: Bedtime Wishes;['drama'];;;;;;;;;;;
The Trials of Gabriel Fernandez;['crime', 'documentation'];8.1;;;;;;;;;;
Examination of Conscience;['documentation', 'history', 'crime'];7.8;;;;;;;;;;
The Cabin with Bert Kreischer;['reality', 'comedy'];6.6;;;;;;;;;;
Queen Sono;['crime', 'drama', 'thriller', 'action'];6.1;;;;;;;;;;
Kings of Jo'Burg;['crime', 'thriller'];5.1;;;;;;;;;;
The Woods;['thriller', 'drama', 'crime'];6.5;;;;;;;;;;
El Camino: A Breaking Bad Movie;['action', 'drama', 'thriller', 'crime'];7.3;;;;;;;;;;
Cheer;['documentation', 'sport', 'reality'];8.1;;;;;;;;;;
Hoops;['comedy'];;;;;;;;;;;
Jerry Seinfeld: 23 Hours to Kill;['comedy'];6.7;;;;;;;;;;
The Crimes That Bind;['thriller', 'crime', 'drama'];6.7;;;;;;;;;;
Hellhole;['drama', 'european'];5.3;;;;;;;;;;
Exhibit A;['documentation', 'thriller', 'crime', 'family'];6.3;;;;;;;;;;
Historical Roasts;['comedy'];5.4;;;;;;;;;;
Undercover;['crime', 'drama', 'thriller'];7.8;;;;;;;;;;
Rising Phoenix;['documentation', 'sport'];8.1;;;;;;;;;;
Leila;['war', 'scifi', 'drama'];5.0;;;;;;;;;;
Stolen Away;['crime', 'drama', 'thriller', 'action'];7.2;;;;;;;;;;
Let It Snow;['comedy', 'romance'];5.8;;;;;;;;;;
Athlete A;['documentation', 'crime', 'sport'];7.6;;;;;;;;;;
Earthquake Bird;['crime', 'drama', 'romance', 'thriller'];5.9;;;;;;;;;;
Capitani;['crime', 'drama', 'thriller'];6.6;;;;;;;;;;
She;['drama'];;;;;;;;;;;
生活如沸;['documentation'];7.1;;;;;;;;;;
Sex, Explained;['documentation'];6.9;;;;;;;;;;
The Goop Lab;['documentation', 'reality'];2.6;;;;;;;;;;
Rugal;['action', 'thriller', 'scifi', 'drama'];;;;;;;;;;;
We Are the Champions;['documentation'];7.1;;;;;;;;;;
The Promised Neverland;;;;;;;;;;;;
;;;;;;;;;;;;
 the three oldest siblings have their suspicions about what is actually happening at the orphanage;['animation', 'thriller', 'scifi', 'action', 'drama', 'crime', 'horror', 'fantasy'];8.3;;;;;;;;;;
His House;['thriller', 'horror', 'drama'];6.5;;;;;;;;;;
The Duchess;['comedy', 'drama'];6.7;;;;;;;;;;
Bonding;['drama', 'comedy'];7.1;;;;;;;;;;
Medical Police;['comedy'];6.0;;;;;;;;;;
Top Boy;['drama'];;;;;;;;;;;
The Gift;['scifi', 'drama', 'fantasy', 'romance'];7.0;;;;;;;;;;
Awaken;['romance', 'crime', 'drama', 'fantasy', 'documentation'];7.5;;;;;;;;;;
The Babysitter: Killer Queen;['horror', 'comedy'];5.8;;;;;;;;;;
Kiss the Ground;['documentation'];8.2;;;;;;;;;;
Lies and Deceit;['thriller'];;;;;;;;;;;
Killer Ratings;['documentation', 'crime'];7.6;;;;;;;;;;
Until Dawn;['reality', 'comedy'];2.4;;;;;;;;;;
Merry Happy Whatever;['comedy'];6.4;;;;;;;;;;
Raising Dion;['drama', 'scifi'];7.1;;;;;;;;;;
Tigertail;['drama'];6.6;;;;;;;;;;
Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese;['music', 'documentation', 'history'];7.6;;;;;;;;;;
Two Distant Strangers;['drama'];;;;;;;;;;;
Juman;['drama', 'romance'];5.0;;;;;;;;;;
The Unlisted;['thriller', 'family', 'scifi'];6.7;;;;;;;;;;
Missing Link;['animation', 'family', 'fantasy', 'comedy'];6.7;;;;;;;;;;
Whose Vote Counts, Explained;['documentation'];7.3;;;;;;;;;;
Rocko's Modern Life: Static Cling;['animation', 'scifi', 'action', 'comedy', 'family', 'fantasy'];6.9;;;;;;;;;;
Shadow;['action', 'crime', 'drama', 'thriller'];6.6;;;;;;;;;;
The Playbook;['documentation', 'sport'];7.4;;;;;;;;;;
Itaewon Class;['drama', 'romance'];8.2;;;;;;;;;;
The Block Island Sound;['horror', 'scifi', 'thriller'];5.4;;;;;;;;;;
My Octopus Teacher;['documentation'];8.1;;;;;;;;;;
Surviving R. Kelly;['crime', 'documentation', 'music'];7.5;;;;;;;;;;
Official Secrets;['drama', 'thriller', 'war', 'romance', 'crime'];7.3;;;;;;;;;;
World's Most Wanted;['documentation', 'crime'];7.1;;;;;;;;;;
Sweet Magnolias;['drama', 'romance'];7.3;;;;;;;;;;
Dick Johnson Is Dead;['documentation', 'drama'];7.4;;;;;;;;;;
Trial 4;['documentation', 'crime'];7.4;;;;;;;;;;
Desperados;['comedy', 'romance'];5.2;;;;;;;;;;
Blood Line;['horror', 'drama', 'thriller'];2.3;;;;;;;;;;
Vampires vs. the Bronx;['horror', 'comedy'];5.7;;;;;;;;;;
Pokémon Journeys: The Series;['animation', 'action', 'scifi', 'comedy', 'family', 'fantasy'];7.1;;;;;;;;;;
Designated Survivor: 60 Days;['war', 'crime', 'thriller', 'drama'];8.1;;;;;;;;;;
Otherhood;['comedy'];6.1;;;;;;;;;;
Over Christmas;['drama'];;;;;;;;;;;
Love & Anarchy;['comedy', 'drama', 'romance'];7.4;;;;;;;;;;
Eerie;['crime', 'thriller', 'drama', 'horror'];4.7;;;;;;;;;;
Trial by Media;['crime', 'documentation'];7.1;;;;;;;;;;
The UnXplained;['documentation'];7.2;;;;;;;;;;
Lunatics;['comedy'];6.6;;;;;;;;;;
The Woman in the Window;['drama', 'thriller', 'crime'];5.7;;;;;;;;;;
Marianne;['thriller', 'horror', 'drama'];7.4;;;;;;;;;;
Dragon's Dogma;['action', 'scifi', 'animation'];;;;;;;;;;;
Tiny Creatures;['documentation', 'family', 'drama'];5.1;;;;;;;;;;
Bad Boy Billionaires: India;['documentation', 'crime'];7.9;;;;;;;;;;
The Sleepover;['action', 'comedy', 'family'];5.7;;;;;;;;;;
Hache;['drama', 'crime', 'thriller'];6.5;;;;;;;;;;
How I Became a Super Hero;['fantasy', 'thriller', 'action', 'comedy', 'drama'];5.8;;;;;;;;;;
Tall Girl;['drama', 'comedy', 'family', 'romance'];5.2;;;;;;;;;;
Falling Inn Love;['comedy', 'romance'];5.6;;;;;;;;;;
Sturgill Simpson Presents Sound & Fury;['animation'];;;;;;;;;;;
Aunty Donna's Big Ol House of Fun;['comedy'];7.9;;;;;;;;;;
Footfairy;['crime', 'thriller'];4.6;;;;;;;;;;
Reality Z;['comedy', 'horror', 'scifi'];5.6;;;;;;;;;;
AJ and the Queen;['comedy', 'drama'];7.5;;;;;;;;;;
You vs. Wild;['reality', 'action'];6.6;;;;;;;;;;
Sightless;['drama', 'thriller', 'horror'];5.5;;;;;;;;;;
Fractured;['thriller'];6.4;;;;;;;;;;
Broken;['documentation'];;;;;;;;;;;
The Stand In;['comedy', 'drama'];4.7;;;;;;;;;;
Birders;['documentation'];;;;;;;;;;;
Trigger Warning with Killer Mike;['documentation', 'comedy'];7.0;;;;;;;;;;
Away;['scifi', 'drama', 'romance'];6.6;;;;;;;;;;
One Spring Night;['drama', 'romance'];7.9;;;;;;;;;;
Lost Bullet;['action', 'thriller', 'crime'];6.3;;;;;;;;;;
Sakho & Mangane;['action', 'crime', 'comedy'];6.7;;;;;;;;;;
Homecoming: A Film by Beyoncé;['documentation', 'music'];7.5;;;;;;;;;;
Diary of a Prosecutor;['drama'];8.3;;;;;;;;;;
Dangerous Lies;['thriller', 'drama', 'horror', 'comedy', 'crime'];5.3;;;;;;;;;;
Cadaver;['thriller', 'drama', 'horror'];5.2;;;;;;;;;;
Have a Good Trip: Adventures in Psychedelics;['documentation', 'comedy'];6.8;;;;;;;;;;
Song Exploder;['documentation', 'music'];7.4;;;;;;;;;;
Rattlesnake;['drama', 'thriller', 'horror', 'crime'];4.6;;;;;;;;;;
The Kissing Booth 2;['comedy', 'romance'];5.7;;;;;;;;;;
Carole & Tuesday;;;;;;;;;;;;
;;;;;;;;;;;;
" they feel like they just might have a chance. The two of them may only create a tiny wave. But that wave will eventually grow into something larger...""";1.0;20.162;;;;;;;;;;
Rainbow High;['family', 'animation', 'comedy'];5.9;;;;;;;;;;
Get Organized with The Home Edit;['reality'];5.5;;;;;;;;;;
The Disappearance of Madeleine McCann;['crime', 'documentation'];6.6;;;;;;;;;;
Bill Burr: Paper Tiger;['comedy'];8.1;;;;;;;;;;
Selena: The Series;['drama', 'music'];6.9;;;;;;;;;;
The Defeated;['history', 'thriller', 'drama'];7.0;;;;;;;;;;
Someone Great;['comedy', 'romance'];6.1;;;;;;;;;;
The Rental;['drama', 'horror', 'thriller'];5.7;;;;;;;;;;
The Last Laugh;['comedy'];5.6;;;;;;;;;;
Flinch;['reality'];4.3;;;;;;;;;;
A Shaun the Sheep Movie: Farmageddon;['comedy', 'scifi', 'animation', 'family', 'fantasy'];6.8;;;;;;;;;;
Miss Americana;['documentation', 'music'];7.4;;;;;;;;;;
Taco Chronicles;['documentation'];7.8;;;;;;;;;;
365 Days;['drama', 'romance', 'european'];3.3;;;;;;;;;;
High Score;['documentation', 'history'];7.4;;;;;;;;;;
In the Tall Grass;['thriller', 'horror', 'drama', 'scifi'];5.4;;;;;;;;;;
2 Hearts;['drama', 'romance'];6.3;;;;;;;;;;
Giri/Haji;['crime', 'drama', 'thriller'];7.8;;;;;;;;;;
Enter the Anime;['documentation'];2.6;;;;;;;;;;
Flower of Evil;['thriller', 'drama', 'crime', 'romance'];8.6;;;;;;;;;;
revisions;['scifi', 'action', 'animation'];5.9;;;;;;;;;;
Mystery Lab;['comedy', 'documentation', 'animation', 'family'];7.4;;;;;;;;;;
Happy Jail;['documentation'];6.9;;;;;;;;;;
Disappearance at Clifton Hill;['thriller', 'drama'];5.4;;;;;;;;;;
Critical Thinking;['drama'];6.5;;;;;;;;;;
Chef's Table: BBQ;['documentation'];7.8;;;;;;;;;;
Wizards: Tales of Arcadia;['action', 'comedy', 'scifi', 'animation'];;;;;;;;;;;
Chopsticks;['drama', 'comedy'];6.5;;;;;;;;;;
The Paramedic;['thriller', 'action', 'crime', 'drama'];5.7;;;;;;;;;;
The Confession Killer;['crime', 'documentation'];7.4;;;;;;;;;;
The Liberator;['drama', 'war', 'animation', 'action'];7.6;;;;;;;;;;
Spinning Out;['drama', 'sport'];7.6;;;;;;;;;;
Dorohedoro;['action', 'scifi', 'horror', 'animation', 'comedy', 'fantasy'];8.1;;;;;;;;;;
Ghost in the Shell: SAC_2045;['drama', 'action', 'scifi', 'animation', 'crime', 'thriller'];6.3;;;;;;;;;;
The Baker and the Beauty;['comedy', 'drama', 'romance'];7.3;;;;;;;;;;
Tremors: Shrieker Island;['horror', 'action'];;;;;;;;;;;
Sextuplets;['comedy'];4.5;;;;;;;;;;
Kissing Game;['thriller', 'drama'];;;;;;;;;;;
Alien Warfare;['scifi', 'thriller', 'action'];2.6;;;;;;;;;;
4 latas;['comedy', 'drama', 'european'];5.9;;;;;;;;;;
The Big Flower Fight;['reality'];7.4;;;;;;;;;;
A Call to Spy;['war', 'crime', 'drama', 'thriller'];6.6;;;;;;;;;;
The Man Who Feels No Pain;['action', 'drama', 'comedy'];7.3;;;;;;;;;;
Class of '83;['action', 'crime', 'drama', 'thriller'];5.8;;;;;;;;;;
Tijuana;['crime', 'drama'];7.0;;;;;;;;;;
John Was Trying to Contact Aliens;['documentation'];;;;;;;;;;;
45 RPM;['drama', 'music'];7.2;;;;;;;;;;
The Last Word;['drama', 'comedy'];7.1;;;;;;;;;;
Connected;['documentation', 'comedy'];7.5;;;;;;;;;;
Huge in France;['comedy'];6.8;;;;;;;;;;
Travis Scott: Look Mom I Can Fly;['music', 'documentation'];6.3;;;;;;;;;;
Freaks – You're One of Us;['thriller', 'drama', 'fantasy', 'action', 'scifi'];5.4;;;;;;;;;;
The Defected;['drama', 'crime'];7.3;;;;;;;;;;
Bulbbul;['horror', 'drama'];6.5;;;;;;;;;;
Another Life;['scifi', 'drama', 'thriller'];5.3;;;;;;;;;;
Cursed;['scifi', 'action', 'drama', 'fantasy'];5.9;;;;;;;;;;
Beats;['drama', 'music'];6.4;;;;;;;;;;
Code 8;['thriller', 'drama', 'scifi', 'action', 'crime'];6.1;;;;;;;;;;
The Disciple;['drama', 'music'];7.1;;;;;;;;;;
The Uncanny Counter;['action', 'fantasy', 'horror'];8.1;;;;;;;;;;
The Christmas Chronicles: Part Two;['comedy', 'family', 'fantasy'];6.0;;;;;;;;;;
Nadiya Bakes;['documentation'];;;;;;;;;;;
Paranormal;;;;;;;;;;;;
The Black Godfather;['documentation', 'music'];7.5;;;;;;;;;;
Guest House;['comedy'];4.4;;;;;;;;;;
The Two Popes;['drama', 'comedy', 'history'];7.6;;;;;;;;;;
No One Will Ever Know;;;;;;;;;;;;
Amy Schumer: Growing;['comedy'];5.5;;;;;;;;;;
Debt Collectors;['comedy', 'action'];5.8;;;;;;;;;;
Persona;['drama'];6.6;;;;;;;;;;
How I Became a Gangster;['drama', 'crime', 'european'];6.9;;;;;;;;;;
Record of Youth;['drama', 'romance'];7.2;;;;;;;;;;
Jailbirds;['reality', 'crime', 'thriller'];7.0;;;;;;;;;;
Gameboys;;;;;;;;;;;;
;;;;;;;;;;;;
" or will it be game over for their love story?""";2.0;5.487;;;;;;;;;;
Spectros;['scifi'];;;;;;;;;;;
Ragnarok;['action', 'drama', 'fantasy', 'thriller', 'scifi'];7.5;;;;;;;;;;
Trinkets;['comedy', 'crime', 'drama'];7.1;;;;;;;;;;
The Twelve;['drama', 'thriller'];7.4;;;;;;;;;;
The Ripper;['documentation', 'crime'];7.1;;;;;;;;;;
Eurovision Song Contest: The Story of Fire Saga;['comedy', 'music'];6.5;;;;;;;;;;
A Killer Uncaged;['documentation', 'crime'];5.2;;;;;;;;;;
Girls from Ipanema;['drama', 'romance'];7.8;;;;;;;;;;
The Gentlemen's League;;;;;;;;;;;;
Can You Hear Me?;['drama', 'comedy'];7.8;;;;;;;;;;
Teenage Bounty Hunters;['drama', 'action', 'comedy', 'crime'];7.7;;;;;;;;;;
Intuition;['thriller', 'crime', 'drama'];5.5;;;;;;;;;;
Invader ZIM: Enter the Florpus;['animation', 'action', 'fantasy', 'thriller', 'comedy', 'horror', 'drama', 'family', 'scifi'];7.4;;;;;;;;;;
Extraction;['action', 'thriller', 'crime', 'drama'];6.7;;;;;;;;;;
The Call;['thriller', 'drama', 'crime', 'horror', 'scifi'];7.1;;;;;;;;;;
Monarca;['drama'];7.8;;;;;;;;;;
Paddleton;['comedy', 'drama'];7.1;;;;;;;;;;
Greatest Events of WWII in Colour;['war', 'documentation', 'history'];8.7;;;;;;;;;;
Luna Nera;['drama', 'fantasy', 'thriller', 'scifi'];5.9;;;;;;;;;;
Love Alarm;['drama', 'scifi', 'reality', 'comedy', 'romance'];6.7;;;;;;;;;;
Hello, Privilege. It's Me, Chelsea;['documentation'];4.8;;;;;;;;;;
Welcome to Sudden Death;['action'];4.3;;;;;;;;;;
Hard Kill;['action', 'thriller'];3.0;;;;;;;;;;
Ip Man 4: The Finale;['drama', 'history', 'action'];7.0;;;;;;;;;;
Dance of the Forty One;['drama', 'history'];6.8;;;;;;;;;;
Who Would You Take to a Deserted Island?;['comedy', 'drama', 'european'];5.3;;;;;;;;;;
Earth and Blood;['thriller', 'action'];;;;;;;;;;;
Floor Is Lava;['reality'];5.3;;;;;;;;;;
I Am Mother;['scifi', 'thriller', 'drama', 'horror'];6.7;;;;;;;;;;
Always Be My Maybe;['comedy', 'romance'];6.8;;;;;;;;;;
The Legend of Cocaine Island;['documentation'];6.3;;;;;;;;;;
The Movies That Made Us;['documentation', 'family', 'history'];7.6;;;;;;;;;;
Ava;['drama', 'thriller', 'action', 'crime'];5.4;;;;;;;;;;
Bard of Blood;['action', 'drama', 'thriller'];6.8;;;;;;;;;;
Jamtara – Sabka Number Ayega;['drama', 'crime'];7.3;;;;;;;;;;
Jinn;['scifi', 'horror', 'drama', 'fantasy', 'thriller'];3.5;;;;;;;;;;
Paradise Beach;['action', 'crime', 'drama', 'thriller', 'european'];4.6;;;;;;;;;;
BEASTARS;['drama', 'fantasy', 'romance', 'thriller', 'animation', 'crime'];7.7;;;;;;;;;;
Ares;['thriller', 'drama', 'horror'];5.7;;;;;;;;;;
A Fall from Grace;['drama', 'thriller', 'fantasy'];5.9;;;;;;;;;;
Seis Manos;['fantasy', 'animation', 'action', 'crime', 'drama'];7.1;;;;;;;;;;
Iliza Shlesinger: Unveiled;['comedy'];6.5;;;;;;;;;;
Win the Wilderness: Alaska;['documentation', 'reality'];6.9;;;;;;;;;;
Love, Guaranteed;['romance', 'comedy'];5.6;;;;;;;;;;
How to Sell Drugs Online (Fast);['drama', 'comedy', 'crime', 'romance'];7.8;;;;;;;;;;
Cagaster of an Insect Cage;['scifi', 'action'];;;;;;;;;;;
Mortel;['drama', 'fantasy', 'horror', 'scifi', 'crime'];6.5;;;;;;;;;;
John Mulaney & The Sack Lunch Bunch;['comedy', 'family'];7.4;;;;;;;;;;
Noblemen;['drama'];5.6;;;;;;;;;;
Holidate;['romance', 'comedy'];6.1;;;;;;;;;;
Straight Up;;;;;;;;;;;;
Rogue City;['thriller', 'crime'];;;;;;;;;;;
A Whisker Away;['drama', 'family', 'fantasy', 'romance', 'animation'];6.7;;;;;;;;;;
Nobody Sleeps in the Woods Tonight;['horror', 'thriller', 'romance', 'fantasy', 'drama', 'european'];4.9;;;;;;;;;;
The Legend of White Snake;['scifi', 'fantasy', 'romance', 'drama'];7.3;;;;;;;;;;
The I-Land;['scifi', 'drama', 'reality'];4.6;;;;;;;;;;
The Half of It;['comedy', 'romance', 'drama'];6.9;;;;;;;;;;
Kabir Singh;['drama', 'romance', 'crime', 'action'];7.0;;;;;;;;;;
The Surgeon's Cut;['documentation'];8.5;;;;;;;;;;
The Lost Husband;['romance', 'drama'];6.1;;;;;;;;;;
Extreme Engagement;['reality', 'documentation'];5.7;;;;;;;;;;
The Occupant;['thriller', 'drama', 'european', 'horror'];6.4;;;;;;;;;;
Ultramarine Magmell;;;;;;;;;;;;
;;;;;;;;;;;;
2019;tt11025120;6.9;;;;;;;;;;
Feel Good;['drama', 'comedy', 'romance'];7.5;;;;;;;;;;
Felix Lobrecht: Hype;['comedy'];5.8;;;;;;;;;;
Ammar;['horror'];2.6;;;;;;;;;;
Dolemite Is My Name;['drama', 'comedy'];7.2;;;;;;;;;;
Tidying Up with Marie Kondo;['reality'];6.6;;;;;;;;;;
The Speed Cubers;['documentation'];;;;;;;;;;;
What We Wanted;['drama'];5.9;;;;;;;;;;
Ninjago;['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy'];8.0;;;;;;;;;;
Jenny Slate: Stage Fright;['reality', 'comedy'];5.8;;;;;;;;;;
Always a Witch;['scifi', 'drama', 'fantasy'];6.3;;;;;;;;;;
How to Fix a Drug Scandal;['crime', 'documentation'];7.0;;;;;;;;;;
Move;['documentation'];7.4;;;;;;;;;;
Bogdan Boner: Egzorcysta;['comedy', 'animation'];5.9;;;;;;;;;;
Breakfast, Lunch & Dinner;['documentation'];6.7;;;;;;;;;;
Basketball or Nothing;['documentation', 'sport'];7.3;;;;;;;;;;
Challenger: The Final Flight;['documentation', 'history'];7.8;;;;;;;;;;
Hotel Del Luna;['comedy', 'scifi', 'drama', 'romance', 'action', 'fantasy', 'horror'];8.1;;;;;;;;;;
Your Excellency;['comedy'];6.7;;;;;;;;;;
Into the Deep: The Submarine Murder Case;['crime', 'documentation'];;;;;;;;;;;
Anitta: Made in Honório;['documentation', 'music'];6.9;;;;;;;;;;
Chocolate;['drama', 'romance', 'reality'];7.6;;;;;;;;;;
The App;['scifi', 'drama', 'thriller'];2.8;;;;;;;;;;
Whitney Cummings: Can I Touch It?;['comedy'];6.5;;;;;;;;;;
The Midnight Sky;['drama', 'scifi', 'thriller', 'fantasy'];5.6;;;;;;;;;;
Find Yourself;['drama', 'romance'];7.7;;;;;;;;;;
#blackAF;['comedy'];;;;;;;;;;;
The Cursed;['scifi', 'drama', 'fantasy', 'thriller'];7.1;;;;;;;;;;
Seventeen;['drama', 'comedy', 'european'];7.2;;;;;;;;;;
The Light in Your Eyes;['drama', 'comedy', 'scifi', 'fantasy', 'romance'];7.9;;;;;;;;;;
Ratched;['drama', 'thriller', 'crime', 'history'];7.3;;;;;;;;;;
6 Underground;['thriller', 'comedy', 'action'];6.1;;;;;;;;;;
Miles Davis: Birth of the Cool;['music', 'documentation'];7.4;;;;;;;;;;
Operation Christmas Drop;['romance', 'comedy', 'family'];5.8;;;;;;;;;;
Wonder Boy;['documentation', 'european'];;;;;;;;;;;
The King: Eternal Monarch;['drama', 'scifi'];;;;;;;;;;;
Malibu Rescue: The Series;['comedy', 'family', 'action'];5.6;;;;;;;;;;
Transformers: War for Cybertron: Earthrise;['animation', 'action', 'scifi'];;;;;;;;;;;
Secret Obsession;['thriller', 'drama'];4.4;;;;;;;;;;
Sergio;['drama', 'history', 'romance', 'documentation'];6.2;;;;;;;;;;
The Trial of the Chicago 7;['drama', 'history', 'thriller'];7.7;;;;;;;;;;
The King;['drama', 'history', 'war', 'romance'];7.3;;;;;;;;;;
Ludo;['crime', 'action', 'comedy', 'drama'];7.6;;;;;;;;;;
The Coldest Game;['thriller', 'drama', 'sport', 'history', 'european'];6.2;;;;;;;;;;
Velvet Buzzsaw;['horror', 'thriller', 'comedy'];5.7;;;;;;;;;;
A Tale of Two Kitchens;['documentation'];6.5;;;;;;;;;;
Made You Look: A True Story About Fake Art;['documentation', 'crime'];7.0;;;;;;;;;;
Middleditch & Schwartz;['comedy'];8.6;;;;;;;;;;
The Binding;['horror', 'thriller', 'drama'];4.8;;;;;;;;;;
Coffee & Kareem;['action', 'comedy', 'crime'];5.1;;;;;;;;;;
All the Bright Places;['romance', 'drama'];6.5;;;;;;;;;;
Mythomaniac;['drama', 'comedy'];6.8;;;;;;;;;;
Whipped;['drama', 'romance', 'comedy'];4.1;;;;;;;;;;
Lunana: A Yak in the Classroom;['drama', 'family'];7.4;;;;;;;;;;
Dancing with the Birds;['documentation'];;;;;;;;;;;
Mystic Pop-up Bar;['comedy', 'drama', 'scifi', 'fantasy'];8.0;;;;;;;;;;
Léa & I;['documentation'];6.5;;;;;;;;;;
The Devil All the Time;['drama', 'thriller', 'crime', 'horror'];7.1;;;;;;;;;;
Family Reunion;['comedy', 'family'];6.6;;;;;;;;;;
Jeffrey Epstein: Filthy Rich;['crime', 'documentation'];7.1;;;;;;;;;;
Terrace House: Tokyo 2019-2020;['reality', 'drama'];7.4;;;;;;;;;;
Special;['comedy', 'drama'];7.6;;;;;;;;;;
Room 2806: The Accusation;['documentation', 'crime'];7.0;;;;;;;;;;
Two Sentence Horror Stories;['horror', 'thriller', 'drama'];5.6;;;;;;;;;;
10 Minutes Gone;['thriller', 'crime', 'action'];3.6;;;;;;;;;;
Fantastic Fungi;['documentation'];7.4;;;;;;;;;;
Father Soldier Son;['war', 'documentation'];7.3;;;;;;;;;;
The Lies Within;['thriller', 'drama', 'crime'];7.0;;;;;;;;;;
The Last Blockbuster;['documentation'];6.7;;;;;;;;;;
Kevin Hart: Irresponsible;['comedy'];6.5;;;;;;;;;;
Dash & Lily;['comedy', 'drama', 'romance'];7.5;;;;;;;;;;
Disclosure;['documentation'];8.2;;;;;;;;;;
The Spy;['drama', 'history'];7.9;;;;;;;;;;
The Life Ahead;['drama', 'european'];6.8;;;;;;;;;;
Ken Jeong: You Complete Me, Ho;['comedy'];5.7;;;;;;;;;;
Glow Up: Britain's Next Make-Up Star;['reality'];6.9;;;;;;;;;;
The Devil Punisher;['scifi', 'fantasy', 'romance'];5.8;;;;;;;;;;
Work It;['comedy', 'music'];6.1;;;;;;;;;;
Eric Andre: Legalize Everything;['comedy'];6.2;;;;;;;;;;
Private Lives;['action', 'crime', 'romance', 'thriller', 'drama'];6.5;;;;;;;;;;
The Untamed;['action', 'drama', 'fantasy', 'horror', 'romance', 'comedy'];8.8;;;;;;;;;;
Generation Iron 3;['documentation'];5.9;;;;;;;;;;
Start-Up;['drama', 'comedy', 'romance'];8.0;;;;;;;;;;
The Influence;['documentation', 'horror', 'european'];4.6;;;;;;;;;;
Svaha: The Sixth Finger;['thriller', 'crime', 'horror'];6.2;;;;;;;;;;
It's Bruno!;['comedy'];7.5;;;;;;;;;;
Can You Keep a Secret?;['romance', 'comedy'];5.3;;;;;;;;;;
Summertime;['drama', 'romance'];6.1;;;;;;;;;;
Avengement;['action', 'crime', 'thriller'];6.6;;;;;;;;;;
Holiday Home Makeover with Mr. Christmas;['reality'];5.9;;;;;;;;;;
The Last Thing He Wanted;['drama', 'thriller', 'crime'];4.3;;;;;;;;;;
Followers;['drama', 'comedy'];;;;;;;;;;;
The Hard Way;['action', 'thriller'];4.8;;;;;;;;;;
Toy Boy;['drama', 'thriller', 'action', 'crime'];6.5;;;;;;;;;;
Da 5 Bloods;['drama', 'war'];6.5;;;;;;;;;;
Mank;['comedy', 'drama', 'history'];6.8;;;;;;;;;;
Street Flow;['drama', 'crime'];6.4;;;;;;;;;;
Love 101;['comedy', 'drama', 'romance'];7.4;;;;;;;;;;
The Society;['drama', 'scifi', 'thriller'];7.1;;;;;;;;;;
Hillbilly Elegy;['drama'];6.7;;;;;;;;;;
The Wrong Missy;['romance', 'comedy'];5.7;;;;;;;;;;
Missing: The Other Side;['thriller', 'scifi', 'drama', 'fantasy'];7.8;;;;;;;;;;
Do Do Sol Sol La La Sol;['drama', 'comedy', 'romance', 'music'];7.3;;;;;;;;;;
A Secret Love;['documentation', 'drama'];7.8;;;;;;;;;;
Gentefied;['comedy', 'drama'];7.5;;;;;;;;;;
A Thousand Goodnights;['drama'];7.0;;;;;;;;;;
Jonaki;['drama', 'european'];6.8;;;;;;;;;;
My Holo Love;['scifi', 'drama', 'romance'];7.6;;;;;;;;;;
Midnight at the Magnolia;['comedy', 'romance'];5.8;;;;;;;;;;
Biohackers;['action', 'thriller', 'drama', 'scifi'];6.8;;;;;;;;;;
The Circle Brazil;['reality'];6.8;;;;;;;;;;
