title;genres;imdb_score;;;;;;;;;;
F.R.E.D.I.;['scifi', 'family'];5.0;;;;;;;;;;
Bad Genius;['thriller', 'drama', 'crime', 'comedy'];7.6;;;;;;;;;;
22 July;['drama', 'thriller', 'crime', 'history', 'european'];6.8;;;;;;;;;;
A Futile and Stupid Gesture;['comedy'];6.7;;;;;;;;;;
1983;['crime', 'thriller', 'drama'];6.8;;;;;;;;;;
Puss in Book: Trapped in an Epic Tale;['fantasy'];;;;;;;;;;;
The Doll 2;['horror', 'thriller'];5.2;;;;;;;;;;
A Boy Named Flora A;['drama', 'comedy'];7.9;;;;;;;;;;
Mute;['thriller', 'scifi', 'drama'];5.4;;;;;;;;;;
Black Mirror: Bandersnatch;['drama', 'thriller', 'fantasy', 'scifi'];7.1;;;;;;;;;;
Giant;['drama', 'history', 'european'];6.6;;;;;;;;;;
Payday;['comedy'];5.5;;;;;;;;;;
Sir;['drama', 'romance', 'european'];7.7;;;;;;;;;;
Hot Girls Wanted: Turned On;;;;;;;;;;;;
Model;['reality'];5.7;;;;;;;;;;
Manto;['drama'];7.3;;;;;;;;;;
Killing Hasselhoff;['comedy'];4.5;;;;;;;;;;
The Forest;['drama', 'thriller', 'crime', 'european'];7.2;;;;;;;;;;
My Secret Romance;['comedy', 'romance'];7.1;;;;;;;;;;
Happy as Lazzaro;['drama', 'fantasy', 'european'];7.5;;;;;;;;;;
Coffee for All;['documentation', 'european'];5.6;;;;;;;;;;
Pup Star: World Tour;['comedy', 'family'];3.9;;;;;;;;;;
Gypsy;['drama', 'thriller'];6.8;;;;;;;;;;
Dumplin';['drama', 'comedy'];6.5;;;;;;;;;;
DreamWorks Home: For the Holidays;['scifi', 'animation', 'fantasy', 'comedy', 'family'];4.9;;;;;;;;;;
Aggretsuko: We Wish You A Metal Christmas;['animation', 'comedy'];;;;;;;;;;;
The Royal Hibiscus Hotel;['romance', 'comedy'];5.3;;;;;;;;;;
Stretch Armstrong: The Breakout;['animation'];;;;;;;;;;;
Fary Is the New Black;['comedy', 'european'];6.0;;;;;;;;;;
Voice;['crime', 'thriller', 'action'];7.6;;;;;;;;;;
Harith Iskander: I Told You So;['comedy'];4.9;;;;;;;;;;
Friends from College;['comedy', 'drama'];6.9;;;;;;;;;;
A Love So Beautiful;['comedy', 'romance'];8.0;;;;;;;;;;
The Stolen;['action', 'drama', 'western', 'thriller'];5.3;;;;;;;;;;
Treehouse Detectives;['animation'];7.9;;;;;;;;;;
Kartini: Princess of Java;['drama', 'family', 'history', 'european'];7.6;;;;;;;;;;
Jen Kirkman: Just Keep Livin'?;['comedy'];6.8;;;;;;;;;;
Tau;['thriller', 'scifi'];5.8;;;;;;;;;;
The Grown-Ups;['documentation'];7.6;;;;;;;;;;
Nicky Jam: El Ganador;['drama', 'music'];7.7;;;;;;;;;;
Subira;['drama', 'thriller'];5.3;;;;;;;;;;
The Inmate;['drama', 'thriller'];6.9;;;;;;;;;;
Godzilla: Planet of the Monsters;['action', 'animation', 'scifi'];6.0;;;;;;;;;;
Errementari: The Blacksmith and the Devil;['fantasy', 'horror', 'drama', 'thriller', 'european'];6.4;;;;;;;;;;
Andhadhun;['thriller', 'crime', 'music', 'drama', 'comedy'];8.2;;;;;;;;;;
Catfight;['drama', 'comedy', 'action'];5.9;;;;;;;;;;
Indian Horse;['drama', 'sport'];7.3;;;;;;;;;;
WHAT DID JACK DO?;['comedy'];;;;;;;;;;;
Bygones Be Bygones;['comedy'];6.2;;;;;;;;;;
Trolls Holiday;['action', 'animation', 'family', 'fantasy', 'romance', 'comedy'];6.1;;;;;;;;;;
Christmas with a View;['romance', 'drama'];5.2;;;;;;;;;;
iBoy;['action', 'scifi', 'crime', 'thriller'];6.0;;;;;;;;;;
In Line;;;;;;;;;;;;
The Kindergarten Teacher;['drama', 'thriller', 'european'];6.7;;;;;;;;;;
Security;['thriller', 'action', 'crime', 'european'];5.7;;;;;;;;;;
Prince of Peoria: A Christmas Moose Miracle;['comedy'];;;;;;;;;;;
Troy: Fall of a City;['action', 'war', 'drama', 'fantasy', 'romance'];4.0;;;;;;;;;;
Right Here Right Now;['drama', 'music', 'comedy', 'european'];5.4;;;;;;;;;;
Perfume;['crime', 'drama', 'thriller'];7.1;;;;;;;;;;
Like Father;['drama', 'comedy'];6.1;;;;;;;;;;
Strongest Deliveryman;['drama', 'romance'];7.3;;;;;;;;;;
Bāhubali 2: The Conclusion;['fantasy', 'action', 'drama'];8.2;;;;;;;;;;
Aiyaary;['action', 'thriller', 'drama'];5.3;;;;;;;;;;
Deliha 2;['comedy'];4.7;;;;;;;;;;
Hey Arnold! The Jungle Movie;['comedy', 'family', 'fantasy', 'thriller', 'animation'];7.5;;;;;;;;;;
Hold the Dark;['thriller', 'crime', 'drama', 'horror', 'action'];5.6;;;;;;;;;;
Lawless Lawyer;['crime', 'action', 'drama', 'thriller'];7.6;;;;;;;;;;
Chasing Coral;['documentation'];8.1;;;;;;;;;;
Kakegurui;['animation', 'drama', 'thriller'];7.2;;;;;;;;;;
The Worst Witch;['scifi', 'thriller', 'family', 'fantasy', 'european'];7.2;;;;;;;;;;
Ravenous;['horror', 'drama', 'scifi', 'thriller', 'action'];5.8;;;;;;;;;;
Marco Luque - We are together;['comedy'];4.4;;;;;;;;;;
Back to Q82;['comedy', 'action'];4.6;;;;;;;;;;
Innocent;['crime', 'drama', 'thriller'];8.4;;;;;;;;;;
All Hail King Julien: Exiled;['comedy', 'family', 'fantasy', 'animation'];7.5;;;;;;;;;;
The Innocent Man;['documentation', 'crime'];7.3;;;;;;;;;;
Shirkers;['documentation'];7.4;;;;;;;;;;
Hannah Gadsby: Nanette;['comedy', 'documentation'];8.1;;;;;;;;;;
Stree;['horror', 'comedy'];7.5;;;;;;;;;;
Barbie: Dreamhouse Adventures;['family', 'animation', 'comedy'];6.7;;;;;;;;;;
Maz Jobrani: Immigrant;['comedy', 'documentation'];6.7;;;;;;;;;;
Rafinha Bastos: Ultimatum;['comedy'];6.4;;;;;;;;;;
Cam;['thriller', 'horror', 'drama'];5.9;;;;;;;;;;
Fabrizio Copano: solo pienso en mí;['comedy'];5.1;;;;;;;;;;
Spy Kids: Mission Critical;['animation', 'action', 'music', 'scifi', 'thriller', 'comedy', 'romance', 'family', 'drama'];4.8;;;;;;;;;;
River's Edge;['drama', 'crime'];6.2;;;;;;;;;;
Kingdom of Us;['documentation', 'drama'];6.9;;;;;;;;;;
White Fang;['animation', 'family', 'drama', 'western', 'european'];6.9;;;;;;;;;;
The Other Side of the Wind;['drama', 'european'];6.7;;;;;;;;;;
Cry Babies Magic Tears;['family', 'animation'];4.6;;;;;;;;;;
The Last Runaway;['action', 'crime', 'drama'];5.9;;;;;;;;;;
Black Is Beltza;;;;;;;;;;;;
Tidelands;['scifi', 'crime', 'drama', 'fantasy'];6.8;;;;;;;;;;
Shimmer Lake;['thriller', 'crime', 'drama', 'action', 'horror', 'romance', 'history'];6.3;;;;;;;;;;
Adhugo;['drama'];6.1;;;;;;;;;;
El club de los buenos infieles;['comedy', 'european'];5.5;;;;;;;;;;
Mindhorn;['comedy', 'thriller'];6.3;;;;;;;;;;
Teefa in Trouble;['drama', 'comedy', 'crime', 'romance', 'action'];7.0;;;;;;;;;;
Because This Is My First Life;['drama', 'comedy', 'romance'];8.1;;;;;;;;;;
Point Blank;['action', 'thriller', 'crime', 'drama'];5.7;;;;;;;;;;
On Body and Soul;['romance', 'drama', 'fantasy'];7.5;;;;;;;;;;
Hi Score Girl;['comedy', 'animation', 'romance'];8.0;;;;;;;;;;
Girlboss;['comedy'];7.0;;;;;;;;;;
Warrior;['action', 'drama', 'crime'];6.7;;;;;;;;;;
Afflicted;['reality', 'documentation'];5.2;;;;;;;;;;
Perú: Tesoro Escondido;['documentation'];6.1;;;;;;;;;;
The Unknown Hitman: The Story of El Cholo Adrián;['action', 'crime'];6.6;;;;;;;;;;
Rodney Carrington: Here Comes the Truth;['comedy', 'documentation'];4.6;;;;;;;;;;
Mob Psycho 100;['comedy', 'thriller', 'action', 'scifi'];5.1;;;;;;;;;;
Take My Brother Away;['drama', 'family', 'comedy'];6.9;;;;;;;;;;
What the Health;['documentation'];7.4;;;;;;;;;;
Naked;['comedy', 'romance', 'fantasy'];5.4;;;;;;;;;;
Psychokinesis;['fantasy', 'action', 'comedy'];5.9;;;;;;;;;;
Fakkah Fuzz: Almost Banned;['comedy'];4.4;;;;;;;;;;
Sirius the Jaeger;['action', 'scifi', 'horror', 'animation', 'history'];6.8;;;;;;;;;;
Pachamama;['animation', 'family', 'fantasy', 'european'];6.8;;;;;;;;;;
100 Days My Prince;['drama', 'thriller', 'romance', 'action', 'comedy', 'history'];7.8;;;;;;;;;;
The Piano Forest;['drama', 'animation'];7.2;;;;;;;;;;
Mirage;['drama', 'fantasy', 'romance', 'thriller', 'european'];7.4;;;;;;;;;;
Llama Llama;['animation', 'family'];6.3;;;;;;;;;;
Sick Note;['crime', 'comedy'];6.8;;;;;;;;;;
Carrie Pilby;['drama', 'comedy'];6.7;;;;;;;;;;
When Heroes Fly;['action', 'war', 'drama'];7.2;;;;;;;;;;
Familiye;['drama', 'european'];6.4;;;;;;;;;;
Erased;['drama', 'thriller', 'fantasy', 'scifi'];7.8;;;;;;;;;;
Brain on Fire;['drama', 'european'];6.6;;;;;;;;;;
Offline: Are You Ready for the Next Level?;['comedy', 'action', 'european'];5.1;;;;;;;;;;
Septembers of Shiraz;['drama', 'thriller', 'western'];7.9;;;;;;;;;;
Wanderlust;['drama'];7.0;;;;;;;;;;
The Joel McHale Show with Joel McHale;['comedy'];7.2;;;;;;;;;;
We the Animals;['drama'];6.9;;;;;;;;;;
Birdshot;['thriller', 'drama'];6.6;;;;;;;;;;
Fishtronaut: The Movie;['animation', 'family'];7.6;;;;;;;;;;
Ex-Shaman;['documentation'];7.1;;;;;;;;;;
Until Midnight;['drama', 'thriller'];6.7;;;;;;;;;;
Girl;['drama', 'european'];7.1;;;;;;;;;;
Creeped Out;['scifi', 'thriller', 'history', 'action', 'drama', 'fantasy', 'horror', 'crime', 'family'];6.6;;;;;;;;;;
Fullmetal Alchemist;['fantasy', 'scifi', 'action'];5.2;;;;;;;;;;
Larva Island;['animation', 'comedy'];6.6;;;;;;;;;;
Mr. Sunshine;['drama', 'war', 'history', 'action', 'romance'];8.7;;;;;;;;;;
Penalty Kick;['comedy'];3.8;;;;;;;;;;
Sisters;['drama', 'comedy'];7.4;;;;;;;;;;
The Degenerates;['comedy'];6.2;;;;;;;;;;
Oh My Ghost;['comedy', 'drama'];;;;;;;;;;;
The Rise of Phoenixes;['drama', 'history', 'romance'];8.4;;;;;;;;;;
Gnome Alone;['comedy', 'animation', 'fantasy', 'music', 'thriller', 'family', 'drama'];5.6;;;;;;;;;;
Manhunt;['action', 'thriller', 'crime'];5.2;;;;;;;;;;
The World Is Yours;['comedy', 'crime', 'european'];6.3;;;;;;;;;;
Surviving Escobar - Alias JJ;['drama'];7.8;;;;;;;;;;
Bayonet;['drama', 'sport'];5.6;;;;;;;;;;
Paul Hollywood's Big Continental Road Trip;['documentation', 'european'];7.5;;;;;;;;;;
Silence Is Welcome;['drama'];5.0;;;;;;;;;;
Lu Over the Wall;['comedy', 'fantasy', 'music', 'animation', 'family'];6.8;;;;;;;;;;
Sand Castle;['action', 'drama', 'war'];6.3;;;;;;;;;;
LEGO Friends: Girls on a Mission;['animation'];6.6;;;;;;;;;;
Superlopez;['comedy', 'action', 'scifi', 'european'];5.4;;;;;;;;;;
Ingobernable;['war', 'crime', 'drama', 'thriller'];7.0;;;;;;;;;;
Polly Pocket;['animation', 'comedy', 'family', 'fantasy'];6.1;;;;;;;;;;
Thi Mai;['comedy', 'family', 'european'];6.0;;;;;;;;;;
Ainori Love Wagon: Asian Journey;['reality'];7.1;;;;;;;;;;
ReMastered: Who Killed Jam Master Jay?;['music', 'documentation'];6.5;;;;;;;;;;
Fanatyk;['drama'];;;;;;;;;;;
Alexis de Anda: Mea Culpa;['comedy'];4.9;;;;;;;;;;
The Battleship Island;['action', 'history', 'drama'];7.1;;;;;;;;;;
Clean with Passion for Now;['drama', 'comedy', 'romance'];7.0;;;;;;;;;;
Ashes of Love;['drama', 'comedy', 'thriller', 'romance', 'fantasy'];8.3;;;;;;;;;;
The Innocents;['scifi', 'thriller', 'drama', 'horror', 'romance'];6.2;;;;;;;;;;
Malevolent;['horror', 'thriller'];4.8;;;;;;;;;;
Black Earth Rising;['crime', 'drama', 'thriller'];7.5;;;;;;;;;;
Take the 10;['comedy'];4.8;;;;;;;;;;
Sunderland 'Til I Die;['documentation', 'sport'];8.1;;;;;;;;;;
Secrets in the Hot Spring;['horror', 'comedy'];6.0;;;;;;;;;;
Mercury 13;['documentation'];6.9;;;;;;;;;;
Simplemente Manu NNa;['comedy'];5.4;;;;;;;;;;
Ponysitters Club;['family'];6.1;;;;;;;;;;
The Velvet Collection;['drama', 'comedy', 'romance', 'european'];7.2;;;;;;;;;;
I Am Not an Easy Man;['fantasy', 'comedy', 'romance', 'european'];6.3;;;;;;;;;;
Goon: Last of the Enforcers;['comedy', 'sport'];5.8;;;;;;;;;;
Step Sisters;['comedy'];5.4;;;;;;;;;;
The Open House;['thriller', 'horror'];3.3;;;;;;;;;;
Small Crimes;['drama', 'thriller', 'crime'];5.8;;;;;;;;;;
The Bleeding Edge;['documentation'];7.6;;;;;;;;;;
All I Wish;['romance', 'comedy', 'drama'];5.2;;;;;;;;;;
The Week Of;['comedy'];5.2;;;;;;;;;;
Abby Hatcher;;;;;;;;;;;;
Buddy Thunderstruck;['animation', 'action', 'comedy', 'family', 'sport'];7.8;;;;;;;;;;
The Curious Creations of Christine McConnell;['comedy', 'reality', 'horror'];7.7;;;;;;;;;;
First Team: Juventus;['scifi', 'documentation', 'reality', 'sport'];7.2;;;;;;;;;;
Kavin Jay : Everybody Calm Down!;['comedy', 'documentation'];6.0;;;;;;;;;;
Becoming Champions;['documentation', 'sport'];6.6;;;;;;;;;;
The Fortress;;;;;;;;;;;;
Jim & Andy: The Great Beyond;['documentation', 'comedy'];7.6;;;;;;;;;;
Father of the Year;['comedy'];5.2;;;;;;;;;;
Selection Day;['drama', 'comedy', 'sport'];7.3;;;;;;;;;;
Gaga: Five Foot Two;['documentation', 'music'];7.0;;;;;;;;;;
A Little Help with Carol Burnett;[];6.3;;;;;;;;;;
November 13: Attack on Paris;['documentation'];8.3;;;;;;;;;;
Devilman Crybaby;['action', 'scifi', 'horror', 'animation', 'drama', 'fantasy'];7.6;;;;;;;;;;
Born in Syria;['documentation', 'european'];7.7;;;;;;;;;;
Ee Nagaraniki Emaindi;['comedy', 'drama'];7.9;;;;;;;;;;
Deranged;['thriller'];3.6;;;;;;;;;;
Familiar Wife;['scifi', 'drama', 'fantasy', 'romance'];7.6;;;;;;;;;;
The Guest;['thriller', 'drama', 'crime', 'horror', 'comedy'];8.1;;;;;;;;;;
The Resistance Banker;['drama', 'war', 'european'];6.9;;;;;;;;;;
Game Over, Man!;['comedy', 'action'];5.4;;;;;;;;;;
Kiss Me First;['scifi', 'drama', 'thriller'];6.2;;;;;;;;;;
Champions;['comedy'];6.1;;;;;;;;;;
Super Monsters and the Wish Star;['comedy'];;;;;;;;;;;
Flint Town;['documentation', 'crime', 'action'];7.8;;;;;;;;;;
Man Like Mobeen;['comedy'];8.0;;;;;;;;;;
Godzilla: The Planet Eater;['action', 'animation', 'scifi', 'horror'];5.1;;;;;;;;;;
Heaven Without People;['drama'];7.4;;;;;;;;;;
Welcome to Waikiki;['drama', 'comedy', 'reality'];8.2;;;;;;;;;;
My ID is Gangnam Beauty;['comedy', 'drama', 'romance'];7.3;;;;;;;;;;
Wet Hot American Summer: Ten Years Later;['comedy'];6.9;;;;;;;;;;
Wheelman;['thriller', 'action', 'crime'];6.4;;;;;;;;;;
Edha;['drama', 'thriller'];4.9;;;;;;;;;;
Zero;['comedy', 'romance', 'drama', 'scifi', 'thriller', 'fantasy', 'european'];5.2;;;;;;;;;;
Heroin(e);['crime'];;;;;;;;;;;
Joan Didion: The Center Will Not Hold;['documentation'];7.5;;;;;;;;;;
My Travel Buddy 2;['comedy', 'family'];5.9;;;;;;;;;;
Puppy Star Christmas;['family', 'comedy'];3.6;;;;;;;;;;
Pa Paandi;['romance', 'comedy', 'action', 'drama', 'family'];7.4;;;;;;;;;;
7 Days Out;['documentation'];6.8;;;;;;;;;;
Hushaaru;['comedy'];6.8;;;;;;;;;;
Everything Sucks!;['drama', 'comedy'];7.5;;;;;;;;;;
Memories of the Alhambra;['action', 'scifi', 'thriller', 'drama', 'romance'];7.8;;;;;;;;;;
How to Be Really Bad;['comedy', 'family', 'fantasy', 'romance', 'european'];6.3;;;;;;;;;;
Coin Heist;['crime', 'drama', 'romance', 'thriller'];4.8;;;;;;;;;;
Trump: An American Dream;['documentation', 'european'];7.2;;;;;;;;;;
Sarkar;['action', 'drama'];7.0;;;;;;;;;;
Girls Incarcerated;['reality', 'documentation'];7.3;;;;;;;;;;
Can't Help Falling in Love;['romance', 'comedy', 'drama'];6.9;;;;;;;;;;
Ojukokoro (Greed);['thriller', 'comedy', 'crime'];6.8;;;;;;;;;;
Ricardo Quevedo: Hay gente así;['comedy'];6.4;;;;;;;;;;
Cyborg 009: Call of Justice;['action', 'scifi', 'animation'];6.4;;;;;;;;;;
John Mulaney: Kid Gorgeous at Radio City;['comedy'];7.9;;;;;;;;;;
Bathtubs Over Broadway;['comedy', 'music', 'documentation'];7.6;;;;;;;;;;
Blazing Transfer Students;['action', 'comedy'];6.9;;;;;;;;;;
You Get Me;['romance', 'thriller', 'drama', 'crime'];4.7;;;;;;;;;;
A Miraculous Christmas Special: Tales of Ladybug and Cat Noir;[];;;;;;;;;;;
Spirit: Riding Free;['animation', 'action', 'comedy', 'drama', 'family', 'western', 'documentation'];6.5;;;;;;;;;;
Sandy Wexler;['comedy'];5.2;;;;;;;;;;
Creep 2;['horror', 'thriller', 'drama', 'crime'];6.4;;;;;;;;;;
How to Get Over a Breakup;['comedy'];6.1;;;;;;;;;;
Ultimate Beastmaster;['action', 'reality'];7.3;;;;;;;;;;
My Travel Buddy;['comedy'];6.1;;;;;;;;;;
Time: The Kalief Browder Story;['documentation'];8.5;;;;;;;;;;
Wild District;['drama', 'thriller', 'action', 'crime'];8.1;;;;;;;;;;
Children of the Whales;['scifi', 'action', 'drama', 'animation', 'fantasy'];7.0;;;;;;;;;;
A Witches' Ball;['fantasy', 'comedy', 'family'];5.1;;;;;;;;;;
The Land of Steady Habits;['drama', 'comedy'];6.2;;;;;;;;;;
Sun Dogs;['drama', 'comedy'];6.3;;;;;;;;;;
The Resurrection of Gavin Stone;['drama', 'family', 'romance', 'comedy'];6.2;;;;;;;;;;
Something Huge;['comedy', 'european'];4.4;;;;;;;;;;
Hotel Transylvania: The Series;['animation', 'comedy', 'family', 'fantasy', 'horror'];5.5;;;;;;;;;;
The Polka King;['comedy', 'music', 'drama'];6.0;;;;;;;;;;
Chip and Potato;['fantasy', 'animation', 'comedy', 'family'];6.5;;;;;;;;;;
In Darkness;['thriller'];5.7;;;;;;;;;;
True and the Rainbow Kingdom;['comedy', 'family', 'fantasy', 'animation'];7.2;;;;;;;;;;
Girlfriend's Day;['drama', 'comedy'];5.2;;;;;;;;;;
Revolutionary Love;['comedy', 'romance'];6.9;;;;;;;;;;
Gurgaon;['thriller', 'crime'];6.4;;;;;;;;;;
Kuroko's Basketball the Movie: Last Game;['animation', 'drama', 'sport'];7.7;;;;;;;;;;
Eternal Love;['drama', 'scifi', 'romance', 'fantasy', 'family'];8.3;;;;;;;;;;
Just Between Lovers;['drama', 'romance'];8.2;;;;;;;;;;
The Plagues of Breslau;['thriller', 'action', 'crime', 'european'];5.9;;;;;;;;;;
Inside the Criminal Mind;['crime', 'documentation'];5.4;;;;;;;;;;
Legend Quest;['animation', 'comedy', 'family', 'fantasy'];7.3;;;;;;;;;;
Samurai Gourmet;['comedy'];8.1;;;;;;;;;;
Mr. Roosevelt;['comedy'];6.2;;;;;;;;;;
Luna Petunia Return to Amazia;['animation'];5.1;;;;;;;;;;
Crazy Delicious;['reality'];9.6;;;;;;;;;;
Yoo Byung Jae: Discomfort Zone;['comedy'];;;;;;;;;;;
The Day I Met El Chapo: The Kate del Castillo Story;['documentation'];6.8;;;;;;;;;;
Back Street Girls -GOKUDOLS-;['comedy', 'animation'];6.6;;;;;;;;;;
The Invisible Guardian;['thriller', 'crime', 'european'];6.4;;;;;;;;;;
My Shy Boss;['comedy', 'drama', 'romance'];7.1;;;;;;;;;;
Clinical;['thriller', 'horror'];5.1;;;;;;;;;;
High & Low The Movie;['action'];6.4;;;;;;;;;;
Bending the Arc;['documentation'];8.1;;;;;;;;;;
Robozuna;['animation', 'family'];6.8;;;;;;;;;;
Millennials;['drama'];;;;;;;;;;;
In the Family;['comedy'];7.7;;;;;;;;;;
Spyder;['thriller', 'crime', 'action'];6.3;;;;;;;;;;
The Hows of Us;['drama', 'comedy', 'romance'];6.8;;;;;;;;;;
God Calling;['drama'];;;;;;;;;;;
Todo lo que sería Lucas Lauriente;['comedy'];7.0;;;;;;;;;;
Bonboné;['drama'];;;;;;;;;;;
Pinky Memsaab;;;;;;;;;;;;
Fate/Apocrypha;['action', 'scifi', 'animation', 'drama', 'fantasy'];6.6;;;;;;;;;;
LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda;['animation', 'action', 'comedy', 'fantasy', 'scifi'];5.6;;;;;;;;;;
Live Up To Your Name;;;;;;;;;;;;
;;;;;;;;;;;;
" Heo Im travels though time and finds himself in present day Seoul. He meets Choi Yeon-Kyung. She is doctor firmly believing in only modern medicine.""";1.0;11.349;;;;;;;;;;
Sara's Notebook;['thriller', 'drama', 'european'];5.9;;;;;;;;;;
My Sassy Girl;['comedy', 'romance'];6.8;;;;;;;;;;
Life;['drama', 'thriller'];7.6;;;;;;;;;;
Casting JonBenet;['crime', 'documentation', 'drama'];6.1;;;;;;;;;;
Liberated: The New Sexual Revolution;['documentation'];6.0;;;;;;;;;;
One of Us;['documentation'];7.0;;;;;;;;;;
Pope Francis: A Man of His Word;['documentation', 'european'];6.5;;;;;;;;;;
Parmanu: The Story of Pokhran;['action', 'history', 'drama'];7.6;;;;;;;;;;
Angamaly Diaries;['thriller', 'comedy', 'action'];7.9;;;;;;;;;;
AMO;['drama', 'crime'];6.5;;;;;;;;;;
Tiffany Haddish: She Ready! From the Hood to Hollywood!;['comedy', 'documentation'];6.6;;;;;;;;;;
Love, Surreal and Odd;['comedy', 'romance'];5.6;;;;;;;;;;
Love You to the Stars and Back;['drama', 'comedy', 'romance'];7.4;;;;;;;;;;
Fernando Sanjiao: Hombre;['comedy'];6.4;;;;;;;;;;
BLAME!;['animation', 'action', 'drama', 'scifi', 'thriller'];6.6;;;;;;;;;;
Sparta;['drama', 'thriller'];6.7;;;;;;;;;;
Marlon;['comedy'];7.0;;;;;;;;;;
The Most Assassinated Woman in the World;['thriller', 'drama', 'european'];5.3;;;;;;;;;;
Yucatán;['comedy', 'romance', 'european'];5.6;;;;;;;;;;
The Indian Detective;['drama', 'crime', 'comedy'];6.5;;;;;;;;;;
On Children;['drama', 'scifi', 'family'];7.4;;;;;;;;;;
First and Last;['documentation'];6.7;;;;;;;;;;
Hitler's Circle of Evil;['documentation', 'war', 'history'];8.0;;;;;;;;;;
Njan Prakashan;['comedy', 'drama'];7.7;;;;;;;;;;
Rise: Ini Kalilah;['drama', 'crime', 'history'];5.0;;;;;;;;;;
True: Magical Friends;['animation'];;;;;;;;;;;
Jani Dueñas: Grandes fracasos de ayer y hoy;['comedy'];4.9;;;;;;;;;;
Alejandro Riaño: Especial de stand up;['comedy'];5.1;;;;;;;;;;
Natalia Valdebenito: El especial;['comedy'];5.0;;;;;;;;;;
The Lost Café;['drama', 'comedy'];7.0;;;;;;;;;;
Message from the King;['thriller', 'action', 'crime', 'drama', 'european'];6.4;;;;;;;;;;
Super Monsters;['animation', 'comedy', 'family', 'horror'];6.4;;;;;;;;;;
The Little Vampire 3D;['comedy', 'family', 'fantasy', 'horror', 'animation', 'european'];5.4;;;;;;;;;;
Neo Yokio;['scifi', 'comedy', 'animation', 'action', 'fantasy'];5.9;;;;;;;;;;
A Twelve-Year Night;['drama', 'history', 'crime', 'european'];7.5;;;;;;;;;;
Death by Magic;['reality'];6.1;;;;;;;;;;
Ana e Vitória;['comedy', 'music', 'romance'];6.4;;;;;;;;;;
FIGHTWORLD;['documentation'];7.5;;;;;;;;;;
The Insomnia Club;['comedy', 'drama'];6.2;;;;;;;;;;
The Maus;['drama', 'fantasy', 'horror', 'european'];4.5;;;;;;;;;;
Paradox;['western', 'music', 'fantasy'];4.0;;;;;;;;;;
Merku Thodarchi Malai;['drama'];8.6;;;;;;;;;;
A Second Chance;['drama', 'family', 'sport', 'documentation'];8.6;;;;;;;;;;
Follow This;['documentation'];5.0;;;;;;;;;;
Once Again;['drama', 'romance', 'european'];7.0;;;;;;;;;;
Echcharikkai;['thriller', 'horror', 'crime', 'drama'];6.3;;;;;;;;;;
Pandigai;['thriller', 'romance', 'action'];6.4;;;;;;;;;;
El Especial de Alex Fernández, el Especial;['comedy'];6.8;;;;;;;;;;
Sebastián Marcelo Wainraich;['comedy'];6.4;;;;;;;;;;
Vai Anitta;['documentation', 'reality'];5.5;;;;;;;;;;
Little Witch Academia;['scifi', 'comedy', 'animation', 'drama', 'family', 'fantasy'];7.8;;;;;;;;;;
Bigger Than Africa;['documentation'];7.5;;;;;;;;;;
Paskal;['drama', 'action'];6.8;;;;;;;;;;
ReBoot: The Guardian Code;['scifi', 'action', 'comedy', 'drama'];3.7;;;;;;;;;;
Lowriders;['crime', 'drama'];5.7;;;;;;;;;;
The Tree of Blood;['drama', 'european'];6.4;;;;;;;;;;
Final Fantasy XIV: Dad of Light;['drama', 'family'];7.2;;;;;;;;;;
Shot in the Dark;['reality', 'documentation', 'thriller'];7.9;;;;;;;;;;
DTC –Yukemuri Junjo Hen– from HiGH&LOW;['comedy', 'drama'];7.0;;;;;;;;;;
Out of Thin Air;['crime', 'documentation'];6.3;;;;;;;;;;
A Sort of Family;['thriller', 'drama', 'crime', 'european'];6.3;;;;;;;;;;
Chief Daddy;['comedy', 'drama'];4.7;;;;;;;;;;
Mau Nieto: viviendo sobrio… desde el bar;['comedy'];6.8;;;;;;;;;;
Barbie: Dolphin Magic;['animation'];;;;;;;;;;;
The Mansion;['comedy', 'horror', 'european'];4.6;;;;;;;;;;
Sunday's Illness;['drama', 'european'];6.9;;;;;;;;;;
Million Pound Menu;['reality'];6.6;;;;;;;;;;
The Tribe;['comedy', 'family', 'european'];5.8;;;;;;;;;;
Battle;['drama', 'romance', 'music', 'european'];5.9;;;;;;;;;;
Unbridled;['thriller', 'european'];5.0;;;;;;;;;;
The Rachel Divide;['documentation'];6.3;;;;;;;;;;
Rajma Chawal;['comedy', 'drama', 'family'];5.7;;;;;;;;;;
